,PowerStation,Zone,Hour,Loss_Factor
9908,Hydra ,Karoo,162,-0.0005036884821056624
9910,Ingula ,KZN,162,-0.0014230542631360032
9913,Kendal ,Mpumalanga,162,0.021471750335022247
9914,Koeberg,Cape,162,-0.011187922905381408
9916,Kriel P,Mpumalanga,162,0.010149185226476445
9919,Lethabo,Vaal,162,0.026979211394155586
9920,Majuba ,Mpumalanga,162,0.0054614672773813065
9922,Matimba,Waterburg,162,0.033663313514540126
9923,Matla P,Mpumalanga,162,0.02640906688375738
9924,Medupi ,Waterburg,162,0.027333633261139103
9927,Olien ,Karoo,162,-0.0005819828583670751
9928,Palmiet,Cape,162,-0.022987695628942303
9929,Paulput,Cape,162,0.006702966124688273
9934,Poseid,Cape,162,-0.008614224270277724
9936,Ressan,Mpumalanga,162,-0.0013359985490437138
9941,Van Der,Karoo,162,0.06788576630514867
9945,Apollo,Mpumalanga,163,0.018905396473368304
9949,Aurora,Cape,163,-0.010154552022804046
9957,Drakens,KZN,163,-0.005052227959735476
9958,Duvha P,Mpumalanga,163,0.02190181380283274
9960,Gariep,Karoo,163,-0.016732956586913275
9961,Garona,Cape,163,0.00044737860815059614
9963,Grassr,Cape,163,-0.005734962966204932
9967,Hendrin,Mpumalanga,163,0.01459821049031492
9969,Hydra ,Karoo,163,-0.0010574030451620934
9971,Ingula ,KZN,163,-0.0037760679390032715
9974,Kendal ,Mpumalanga,163,0.021361808058426943
9975,Koeberg,Cape,163,-0.012065314827917895
9977,Kriel P,Mpumalanga,163,0.005189151142132986
9980,Lethabo,Vaal,163,0.027360702397010883
9981,Majuba ,Mpumalanga,163,0.003859514475830474
9983,Matimba,Waterburg,163,0.03559370836998827
9984,Matla P,Mpumalanga,163,0.026341864651339652
9985,Medupi ,Waterburg,163,0.028955470549803616
9988,Olien ,Karoo,163,-0.0008343039994897233
9989,Palmiet,Cape,163,-0.025962295147613983
9990,Paulput,Cape,163,0.002142073589796568
9995,Poseid,Cape,163,-0.005542056140771717
9997,Ressan,Mpumalanga,163,-0.001325618731385655
10002,Van Der,Karoo,163,0.062033380144299
10006,Apollo,Mpumalanga,164,0.020478731160975046
10010,Aurora,Cape,164,-0.011869386342255733
10019,Duvha P,Mpumalanga,164,0.022664263472759055
10022,Garona,Cape,164,-0.000539768700929766
10024,Grassr,Cape,164,-0.005901918167236757
10028,Hendrin,Mpumalanga,164,0.01549590526247475
10030,Hydra ,Karoo,164,-0.0005222192323050487
10035,Kendal ,Mpumalanga,164,0.022126047844048712
10036,Koeberg,Cape,164,-0.014261524791324646
10038,Kriel P,Mpumalanga,164,0.005052088437465919
10041,Lethabo,Vaal,164,0.028757127204830923
10042,Majuba ,Mpumalanga,164,0.0014570258022068305
10044,Matimba,Waterburg,164,0.03826089355486761
10045,Matla P,Mpumalanga,164,0.027192116636071257
10046,Medupi ,Waterburg,164,0.031465934622849585
10049,Olien ,Karoo,164,-0.0013049792699188528
10051,Paulput,Cape,164,0.0011329863416715063
10056,Poseid,Cape,164,-0.006414372088755912
10058,Ressan,Mpumalanga,164,-0.0010707443247741212
10063,Van Der,Karoo,164,-0.007307360722142825
10067,Apollo,Mpumalanga,165,0.022951972294737007
10071,Aurora,Cape,165,-0.011641173054173474
10080,Duvha P,Mpumalanga,165,0.02386457210333504
10083,Garona,Cape,165,0.0003001575000732284
10085,Grassr,Cape,165,-0.005728144115819323
10089,Hendrin,Mpumalanga,165,0.01621239143140676
10091,Hydra ,Karoo,165,-0.0005494959119129084
10096,Kendal ,Mpumalanga,165,0.023451994553626305
10097,Koeberg,Cape,165,-0.014119008487485386
10099,Kriel P,Mpumalanga,165,0.0035142479037025853
10102,Lethabo,Vaal,165,0.03149120590184495
10103,Majuba ,Mpumalanga,165,-0.0014290862031996713
10105,Matimba,Waterburg,165,0.041417156268029574
10106,Matla P,Mpumalanga,165,0.029014925663770813
10107,Medupi ,Waterburg,165,0.03454019105078103
10110,Olien ,Karoo,165,-0.0010386728220949449
10112,Paulput,Cape,165,-0.0020464522025305325
10117,Poseid,Cape,165,-0.006576113264792964
10119,Ressan,Mpumalanga,165,-0.0008466047630235865
10128,Apollo,Mpumalanga,166,0.024900515221850397
10132,Aurora,Cape,166,-0.010881289029631461
10141,Duvha P,Mpumalanga,166,0.024673321398690534
10144,Garona,Cape,166,-0.001458459894166154
10146,Grassr,Cape,166,-0.007489054846110492
10150,Hendrin,Mpumalanga,166,0.01626635270077054
10152,Hydra ,Karoo,166,-0.0005870547940871368
10157,Kendal ,Mpumalanga,166,0.024349664638963642
10158,Koeberg,Cape,166,-0.01309810908993234
10160,Kriel P,Mpumalanga,166,0.0012229411577624595
10163,Lethabo,Vaal,166,0.03407441113819493
10164,Majuba ,Mpumalanga,166,-0.00398870479455331
10166,Matimba,Waterburg,166,0.043739336899041636
10167,Matla P,Mpumalanga,166,0.03051077877033354
10168,Medupi ,Waterburg,166,0.03674208775186532
10169,Mulder,Cape,166,-0.028417479112528187
10171,Olien ,Karoo,166,-0.0015897376093382714
10178,Poseid,Cape,166,-0.008486108484962882
10180,Ressan,Mpumalanga,166,-0.000895900958070487
10189,Apollo,Mpumalanga,167,0.026378401332473236
10193,Aurora,Cape,167,-0.009754311788266417
10202,Duvha P,Mpumalanga,167,0.02525151615744708
10207,Grassr,Cape,167,-0.009900269373288327
10210,Helios,Cape,167,-0.010378719830773885
10211,Hendrin,Mpumalanga,167,0.016779913530976874
10213,Hydra ,Karoo,167,-0.000625305016791234
10218,Kendal ,Mpumalanga,167,0.02492087282483398
10219,Koeberg,Cape,167,-0.011659549411479139
10224,Lethabo,Vaal,167,0.03585002395402665
10225,Majuba ,Mpumalanga,167,-0.004214565945142984
10227,Matimba,Waterburg,167,0.04558498387703926
10228,Matla P,Mpumalanga,167,0.031418804758403994
10229,Medupi ,Waterburg,167,0.038462386799205765
10230,Mulder,Cape,167,-0.025403645688774897
10232,Olien ,Karoo,167,-0.0013659841348157536
10239,Poseid,Cape,167,-0.01046387069599963
10241,Ressan,Mpumalanga,167,-0.0008689492176694818
10250,Apollo,Mpumalanga,168,0.027115432607910488
10254,Aurora,Cape,168,-0.00905010306141594
10263,Duvha P,Mpumalanga,168,0.025648911066803986
10268,Grassr,Cape,168,-0.010015443115320325
10271,Helios,Cape,168,-0.009413852962788018
10272,Hendrin,Mpumalanga,168,0.01738975693715838
10274,Hydra ,Karoo,168,-0.0005804903243065676
10279,Kendal ,Mpumalanga,168,0.02536895690388671
10280,Koeberg,Cape,168,-0.021608300487545945
10285,Lethabo,Vaal,168,0.03676204451600993
10286,Majuba ,Mpumalanga,168,-0.003336735537317774
10288,Matimba,Waterburg,168,0.04665731937499195
10289,Matla P,Mpumalanga,168,0.031314995404412196
10290,Medupi ,Waterburg,168,0.03950446638626559
10291,Mulder,Cape,168,-0.023722328338193883
10293,Olien ,Karoo,168,-0.0009799056715752564
10300,Poseid,Cape,168,-0.0034701210187493775
10302,Ressan,Mpumalanga,168,-0.0007154549473845606
10311,Apollo,Mpumalanga,169,0.027051164262652274
10315,Aurora,Cape,169,-0.008330226862639017
10324,Duvha P,Mpumalanga,169,0.025449208956135273
10329,Grassr,Cape,169,-0.009365918463551644
10332,Helios,Cape,169,-0.017435543836214852
10333,Hendrin,Mpumalanga,169,0.01704646846587474
10335,Hydra ,Karoo,169,-0.0005314435265938751
10340,Kendal ,Mpumalanga,169,0.025221137366754923
10341,Koeberg,Cape,169,-0.01964744518560966
10346,Lethabo,Vaal,169,0.03702164406832397
10347,Majuba ,Mpumalanga,169,-0.0018336753216878826
10349,Matimba,Waterburg,169,0.04711725481799551
10350,Matla P,Mpumalanga,169,0.030923770029656517
10351,Medupi ,Waterburg,169,0.03993212223082903
10352,Mulder,Cape,169,-0.021613600482735335
10354,Olien ,Karoo,169,-0.0008342356163035268
10363,Ressan,Mpumalanga,169,-0.0007408755043435646
10372,Apollo,Mpumalanga,170,0.027175374642056355
10376,Aurora,Cape,170,-0.004076986933702689
10385,Duvha P,Mpumalanga,170,0.025530385185005427
10390,Grassr,Cape,170,-0.006854525982078236
10393,Helios,Cape,170,-0.016380001170151655
10394,Hendrin,Mpumalanga,170,0.017312689527641704
10396,Hydra ,Karoo,170,-0.00100427169691524
10401,Kendal ,Mpumalanga,170,0.02528056043529831
10402,Koeberg,Cape,170,-0.01899197155060289
10407,Lethabo,Vaal,170,0.037367075316023894
10408,Majuba ,Mpumalanga,170,-0.0019236514002902735
10410,Matimba,Waterburg,170,0.047558409264403224
10411,Matla P,Mpumalanga,170,0.03081382654113742
10412,Medupi ,Waterburg,170,0.040306232680597354
10413,Mulder,Cape,170,-0.020851832524961433
10415,Olien ,Karoo,170,-0.0007063863294360845
10422,Poseid,Cape,170,-0.006359853121788619
10424,Ressan,Mpumalanga,170,-0.0006672272868310918
10433,Apollo,Mpumalanga,171,0.02559305327479301
10437,Aurora,Cape,171,-0.004125651525554297
10446,Duvha P,Mpumalanga,171,0.024162411479879926
10451,Grassr,Cape,171,-0.00958538921625831
10454,Helios,Cape,171,-0.017100286123497836
10455,Hendrin,Mpumalanga,171,0.01598105448738024
10457,Hydra ,Karoo,171,-0.001140393832434717
10462,Kendal ,Mpumalanga,171,0.023825031816728525
10463,Koeberg,Cape,171,-0.019479306585088577
10468,Lethabo,Vaal,171,0.03552638235394654
10471,Matimba,Waterburg,171,0.045882939433443355
10472,Matla P,Mpumalanga,171,0.02907719601265235
10473,Medupi ,Waterburg,171,0.03862486070558791
10474,Mulder,Cape,171,-0.021536500750986745
10476,Olien ,Karoo,171,-0.0011009541981585299
10483,Poseid,Cape,171,-0.009832711165093133
10485,Ressan,Mpumalanga,171,-0.0008584958187966836
10494,Apollo,Mpumalanga,172,0.023366804342380282
10498,Aurora,Cape,172,-0.003971757636029016
10505,Delphi,Cape,172,-0.015673662094072314
10507,Duvha P,Mpumalanga,172,0.022063380678472303
10512,Grassr,Cape,172,-0.008309410067719795
10515,Helios,Cape,172,-0.016755190094819614
10516,Hendrin,Mpumalanga,172,0.013977140903336498
10518,Hydra ,Karoo,172,-0.001053526099442831
10523,Kendal ,Mpumalanga,172,0.021820414288738692
10524,Koeberg,Cape,172,-0.018539343108257257
10529,Lethabo,Vaal,172,0.03266840478346594
10532,Matimba,Waterburg,172,0.04326328016179328
10533,Matla P,Mpumalanga,172,0.0251620776532343
10534,Medupi ,Waterburg,172,0.03605731781780647
10535,Mulder,Cape,172,-0.020392274697744718
10537,Olien ,Karoo,172,-0.0012808104900723031
10544,Poseid,Cape,172,-0.008319103025209305
10546,Ressan,Mpumalanga,172,-0.0011679709340267593
10551,Van Der,Karoo,172,0.03129285574606954
10555,Apollo,Mpumalanga,173,0.018511624366687386
10559,Aurora,Cape,173,-0.0023271791498660553
10566,Delphi,Cape,173,-0.011762091303046437
10567,Drakens,KZN,173,-0.01140722003870829
10568,Duvha P,Mpumalanga,173,0.017754515052813405
10570,Gariep,Karoo,173,0.05468026960359819
10573,Grassr,Cape,173,-0.004661560208994441
10576,Helios,Cape,173,-0.011145830132892165
10577,Hendrin,Mpumalanga,173,0.010234797662594969
10579,Hydra ,Karoo,173,-0.0003435053546219235
10581,Ingula ,KZN,173,-0.01195857821349654
10584,Kendal ,Mpumalanga,173,0.016908097853666367
10585,Koeberg,Cape,173,-0.009939264083218562
10590,Lethabo,Vaal,173,0.027153165470137495
10593,Matimba,Waterburg,173,0.03761427351287767
10594,Matla P,Mpumalanga,173,0.014998852574455065
10595,Medupi ,Waterburg,173,0.030640700663243505
10596,Mulder,Cape,173,-0.011449064431683507
10598,Olien ,Karoo,173,-0.000994836496491151
10599,Palmiet,Cape,173,-0.011820385278938968
10605,Poseid,Cape,173,-0.004259993613831248
10607,Ressan,Mpumalanga,173,-0.001663517619110921
10612,Van Der,Karoo,173,0.07784160097333433
10616,Apollo,Mpumalanga,174,0.019221879849207733
10620,Aurora,Cape,174,-0.0027579504088138646
10627,Delphi,Cape,174,-0.014501139228022422
10628,Drakens,KZN,174,-0.00955816748149712
10629,Duvha P,Mpumalanga,174,0.018787643113874205
10631,Gariep,Karoo,174,-0.0008293824502970085
10634,Grassr,Cape,174,-0.007272905385894846
10637,Helios,Cape,174,-0.012328305526474763
10638,Hendrin,Mpumalanga,174,0.01086549756459451
10640,Hydra ,Karoo,174,-0.000757565268829315
10642,Ingula ,KZN,174,-0.010723426737865915
10645,Kendal ,Mpumalanga,174,0.017599105727378463
10646,Koeberg,Cape,174,-0.012112064513040841
10651,Lethabo,Vaal,174,0.02850133181514428
10653,Matimb,Waterburg,174,0.037360686601400045
10654,Matimba,Waterburg,174,0.0384036680631887
10655,Matla P,Mpumalanga,174,0.02123403166955767
10656,Medupi ,Waterburg,174,0.03135117465459878
10657,Mulder,Cape,174,-0.013679326069336212
10659,Olien ,Karoo,174,-0.001401255614744811
10660,Palmiet,Cape,174,-0.013371237695966614
10666,Poseid,Cape,174,-0.0069404591074576135
10668,Ressan,Mpumalanga,174,-0.001534583436584418
10673,Van Der,Karoo,174,0.07432963730488648
10674,Witkop,Mpumalanga,174,0.01816535596339801
10677,Apollo,Mpumalanga,175,0.020562102911708152
10678,Aries ,Cape,175,-0.012989057688810767
10681,Aurora,Cape,175,-0.009732712913299999
10685,Bounda,Karoo,175,-0.0009270156014086538
10688,Delphi,Cape,175,-0.01816249613257558
10689,Drakens,KZN,175,-0.008908713756676677
10690,Duvha P,Mpumalanga,175,0.020822867919485042
10691,Ferrum,Cape,175,-0.0016167479671122412
10695,Grassr,Cape,175,-0.010365796985294558
10697,Harvar,Karoo,175,-0.00042329723842641093
10698,Helios,Cape,175,-0.013842681334855772
10699,Hendrin,Mpumalanga,175,0.01223706848319968
10701,Hydra ,Karoo,175,-0.003095930562941245
10703,Ingula ,KZN,175,-0.009571701165155742
10704,Juno P,Cape,175,-0.015433742279264915
10705,Juno W,Cape,175,-0.0154030725695199
10706,Kendal ,Mpumalanga,175,0.020605518247887516
10707,Koeberg,Cape,175,-0.014179114316476758
10710,Kronos,Karoo,175,-0.008287642401841246
10712,Lethabo,Vaal,175,0.02964448810725549
10713,Majuba ,Mpumalanga,175,-0.000921200738090673
10714,Matimb,Waterburg,175,0.03764435881271894
10715,Matimba,Waterburg,175,0.03849721026708098
10716,Matla P,Mpumalanga,175,0.025186267701072473
10717,Medupi ,Waterburg,175,0.03153351486218918
10718,Mulder,Cape,175,-0.015672640456728608
10720,Olien ,Karoo,175,-0.0013061816489142737
10721,Palmiet,Cape,175,-0.014238201427343307
10724,Perseu,Vaal,175,0.0019942107934365545
10727,Poseid,Cape,175,-0.009847756418992567
10729,Ressan,Mpumalanga,175,-0.0014413336237774058
10730,Ruigte,Karoo,175,-0.010241379903773308
10732,Tabor ,Mpumalanga,175,0.015449248267627827
10734,Van Der,Karoo,175,0.048082747560187336
10735,Witkop,Mpumalanga,175,0.01794369336964409
10738,Apollo,Mpumalanga,176,0.020084109802497304
10739,Aries ,Cape,176,-0.012023204528541387
10742,Aurora,Cape,176,-0.013848548352674484
10744,Bacchu,Cape,176,-0.009378643159063184
10746,Bounda,Karoo,176,0.0005137497383623051
10749,Delphi,Cape,176,-0.019790676949499913
10750,Drakens,KZN,176,-0.006338734551926849
10751,Duvha P,Mpumalanga,176,0.021367079651074972
10752,Ferrum,Cape,176,-0.0007819369900428286
10754,Garona,Cape,176,-0.0005704254563595871
10756,Grassr,Cape,176,-0.01223411952253453
10758,Harvar,Karoo,176,0.0008171270673658869
10759,Helios,Cape,176,-0.013325207879227663
10760,Hendrin,Mpumalanga,176,0.012675655679896546
10762,Hydra ,Karoo,176,-0.001977284473426303
10764,Ingula ,KZN,176,-0.006626722660416448
10765,Juno P,Cape,176,-0.015254283412029859
10766,Juno W,Cape,176,-0.015133335652815896
10767,Kendal ,Mpumalanga,176,0.02105211419784843
10768,Koeberg,Cape,176,-0.01588612006791043
10771,Kronos,Karoo,176,-0.007054375718011062
10773,Lethabo,Vaal,176,0.02919704785014646
10774,Majuba ,Mpumalanga,176,-0.0009880044063620868
10775,Matimb,Waterburg,176,0.0374625529793408
10776,Matimba,Waterburg,176,0.038068436829831014
10777,Matla P,Mpumalanga,176,0.026793861990849266
10778,Medupi ,Waterburg,176,0.031051014350958295
10779,Mulder,Cape,176,-0.017627315323755798
10781,Olien ,Karoo,176,-0.00024308880412011294
10782,Palmiet,Cape,176,-0.016217743469694915
10785,Perseu,Vaal,176,0.0032407908307855735
10788,Poseid,Cape,176,-0.011547664423715019
10790,Ressan,Mpumalanga,176,-0.0014131007554254245
10791,Ruigte,Karoo,176,-0.004921772432389655
10793,Tabor ,Mpumalanga,176,0.01454259512482479
10795,Van Der,Karoo,176,0.005997486737732193
10796,Witkop,Mpumalanga,176,0.017292948132538545
10799,Apollo,Mpumalanga,177,0.02001557949574742
10800,Aries ,Cape,177,-0.008580478314100644
10803,Aurora,Cape,177,-0.009943044684502822
10805,Bacchu,Cape,177,-0.009036460402324866
10807,Bounda,Karoo,177,0.0021439185327193876
10810,Delphi,Cape,177,-0.019221139408556572
10811,Drakens,KZN,177,-0.0048637345027649805
10812,Duvha P,Mpumalanga,177,0.021367629037270696
10813,Ferrum,Cape,177,0.0005992115700004206
10815,Garona,Cape,177,0.004275462757349366
10817,Grassr,Cape,177,-0.009272552273233264
10819,Harvar,Karoo,177,0.0022524492042266236
10820,Helios,Cape,177,-0.010587951832695973
10821,Hendrin,Mpumalanga,177,0.012557582030334136
10823,Hydra ,Karoo,177,-0.00110442668897217
10825,Ingula ,KZN,177,-0.006675972314539473
10826,Juno P,Cape,177,-0.013156468544373467
10827,Juno W,Cape,177,-0.013018084667607453
10828,Kendal ,Mpumalanga,177,0.021044032367378715
10829,Koeberg,Cape,177,-0.015580448213484241
10832,Kronos,Karoo,177,-0.004514709097638144
10834,Lethabo,Vaal,177,0.029355808251018495
10835,Majuba ,Mpumalanga,177,-0.0013954040972183489
10836,Matimb,Waterburg,177,0.037878612672311886
10837,Matimba,Waterburg,177,0.03825348741870857
10838,Matla P,Mpumalanga,177,0.02688261912326068
10839,Medupi ,Waterburg,177,0.031177737776441884
10840,Mulder,Cape,177,-0.01742242098216785
10842,Olien ,Karoo,177,0.001312220031503626
10843,Palmiet,Cape,177,-0.015733889792842543
10844,Paulput,Cape,177,-2.5694530108081175e-05
10846,Perseu,Vaal,177,0.004059297716664338
10849,Poseid,Cape,177,-0.011542065872953889
10851,Ressan,Mpumalanga,177,-0.00148251911647289
10854,Tabor ,Mpumalanga,177,0.014580232801761996
10857,Witkop,Mpumalanga,177,0.01729878765464257
10860,Apollo,Mpumalanga,178,0.020410354420967617
10861,Aries ,Cape,178,-0.006550250498424501
10864,Aurora,Cape,178,-0.010239120180168915
10866,Bacchu,Cape,178,-0.010018007746560014
10868,Bounda,Karoo,178,0.0028416509352805234
10871,Delphi,Cape,178,-0.01889995830705474
10872,Drakens,KZN,178,-0.006114579234769048
10873,Duvha P,Mpumalanga,178,0.021424968195996572
10874,Ferrum,Cape,178,0.0012464911859995358
10876,Garona,Cape,178,0.006881038835081657
10878,Grassr,Cape,178,-0.009885685511405866
10880,Harvar,Karoo,178,0.002735070766875542
10881,Helios,Cape,178,-0.009548116011710753
10882,Hendrin,Mpumalanga,178,0.01268938547371012
10884,Hydra ,Karoo,178,-0.0013476225192763393
10886,Ingula ,KZN,178,-0.007665306825644627
10887,Juno P,Cape,178,-0.012822736749881488
10888,Juno W,Cape,178,-0.012594380013552446
10889,Kendal ,Mpumalanga,178,0.021165608388536743
10890,Koeberg,Cape,178,-0.016634791682601974
10893,Kronos,Karoo,178,-0.0031318587857048718
10895,Lethabo,Vaal,178,0.029846906306969404
10896,Majuba ,Mpumalanga,178,-0.00101778293893755
10897,Matimb,Waterburg,178,0.03937865503135333
10898,Matimba,Waterburg,178,0.03934029903058144
10899,Matla P,Mpumalanga,178,0.026598116085057216
10900,Medupi ,Waterburg,178,0.032114969411367995
10901,Mulder,Cape,178,-0.01862624919831375
10903,Olien ,Karoo,178,0.0020180626514227726
10904,Palmiet,Cape,178,-0.017726640201671136
10905,Paulput,Cape,178,0.008843926735020942
10907,Perseu,Vaal,178,0.004256148014494103
10910,Poseid,Cape,178,-0.012083702445065923
10912,Ressan,Mpumalanga,178,-0.0014085581022986614
10913,Ruigte,Karoo,178,0.0006547952556879151
10915,Tabor ,Mpumalanga,178,0.015804132202587903
10918,Witkop,Mpumalanga,178,0.01837535540935879
10921,Apollo,Mpumalanga,179,0.020970407813428352
10922,Aries ,Cape,179,-0.006961937305775509
10925,Aurora,Cape,179,-0.01094479935237152
10927,Bacchu,Cape,179,-0.010997140468503011
10929,Bounda,Karoo,179,0.0029154433576396724
10932,Delphi,Cape,179,-0.019073235576586346
10933,Drakens,KZN,179,-0.008031033285971404
10934,Duvha P,Mpumalanga,179,0.021723198286396836
10935,Ferrum,Cape,179,0.0013142342668371607
10937,Garona,Cape,179,0.007190531606170061
10939,Grassr,Cape,179,-0.00700092087929714
10941,Harvar,Karoo,179,0.0027986003045764986
10942,Helios,Cape,179,-0.010383296979385212
10943,Hendrin,Mpumalanga,179,0.013146716317205386
10945,Hydra ,Karoo,179,-0.0023194517379299933
10947,Ingula ,KZN,179,-0.008521957430762518
10948,Juno P,Cape,179,-0.013845713170192377
10949,Juno W,Cape,179,-0.01364777033060742
10950,Kendal ,Mpumalanga,179,0.02148240934574386
10951,Koeberg,Cape,179,-0.01816012587193877
10954,Kronos,Karoo,179,-0.0035273459768352506
10956,Lethabo,Vaal,179,0.030497467525723885
10957,Majuba ,Mpumalanga,179,-0.0012859046502422327
10958,Matimb,Waterburg,179,0.040345603872474864
10959,Matimba,Waterburg,179,0.040187001493394055
10960,Matla P,Mpumalanga,179,0.026626416859418245
10961,Medupi ,Waterburg,179,0.0329255710180142
10962,Mulder,Cape,179,-0.020395023628259044
10964,Olien ,Karoo,179,0.0020921608606382525
10965,Palmiet,Cape,179,-0.02008685545970257
10966,Paulput,Cape,179,0.01000903795937889
10968,Perseu,Vaal,179,0.004138319465774338
10971,Poseid,Cape,179,-0.012811416298790726
10973,Ressan,Mpumalanga,179,-0.0012860298321556228
10976,Tabor ,Mpumalanga,179,0.0170911203603071
10979,Witkop,Mpumalanga,179,0.019493937754237103
10982,Apollo,Mpumalanga,180,0.021084581507773956
10983,Aries ,Cape,180,-0.006836547696483789
10986,Aurora,Cape,180,-0.010721009067980602
10988,Bacchu,Cape,180,-0.010743116439565258
10990,Bounda,Karoo,180,0.0029333982592697617
10993,Delphi,Cape,180,-0.0189661301975444
10994,Drakens,KZN,180,-0.010566364260028355
10995,Duvha P,Mpumalanga,180,0.02163306741870341
10996,Ferrum,Cape,180,0.0013701554580166314
10998,Garona,Cape,180,0.007087651367183584
11000,Grassr,Cape,180,-0.003471528679815777
11002,Harvar,Karoo,180,0.0027872330935668813
11003,Helios,Cape,180,-0.009986322540908648
11004,Hendrin,Mpumalanga,180,0.01309128888044388
11006,Hydra ,Karoo,180,-0.0021400443444848562
11008,Ingula ,KZN,180,-0.009648796577195893
11009,Juno P,Cape,180,-0.013383789091423508
11010,Juno W,Cape,180,-0.013233813773444502
11011,Kendal ,Mpumalanga,180,0.0214093488351241
11012,Koeberg,Cape,180,-0.01780764955121262
11015,Kronos,Karoo,180,-0.00337285937033517
11017,Lethabo,Vaal,180,0.03042344095402437
11018,Majuba ,Mpumalanga,180,-0.001603540620370844
11019,Matimb,Waterburg,180,0.040483495905116296
11020,Matimba,Waterburg,180,0.04030407329291518
11021,Matla P,Mpumalanga,180,0.02631506717975478
11022,Medupi ,Waterburg,180,0.03307377415376327
11025,Olien ,Karoo,180,0.002141097079096742
11026,Palmiet,Cape,180,-0.019934481563532662
11027,Paulput,Cape,180,0.008593846894539557
11029,Perseu,Vaal,180,0.004016653962800045
11032,Poseid,Cape,180,-0.01268950278331486
11034,Ressan,Mpumalanga,180,-0.001282255213599935
11037,Tabor ,Mpumalanga,180,0.017513914613797605
11040,Witkop,Mpumalanga,180,0.019812998736868547
11043,Apollo,Mpumalanga,181,0.020865089866074705
11044,Aries ,Cape,181,-0.00614967717580582
11047,Aurora,Cape,181,-0.01010336765705253
11049,Bacchu,Cape,181,-0.01033290391144898
11051,Bounda,Karoo,181,0.002809674634278608
11054,Delphi,Cape,181,-0.01851072135259693
11055,Drakens,KZN,181,-0.013752615398386049
11056,Duvha P,Mpumalanga,181,0.021252287477882895
11057,Ferrum,Cape,181,0.0012990586074798183
11059,Garona,Cape,181,0.004986273969495653
11061,Grassr,Cape,181,-0.006622702969190316
11063,Harvar,Karoo,181,0.002773808156856598
11064,Helios,Cape,181,-0.008949838910706066
11065,Hendrin,Mpumalanga,181,0.012710448333065397
11067,Hydra ,Karoo,181,-0.0017375050300054596
11069,Ingula ,KZN,181,-0.01094705020423707
11070,Juno P,Cape,181,-0.012509207413913028
11071,Juno W,Cape,181,-0.012367579504347064
11072,Kendal ,Mpumalanga,181,0.02108231521773019
11073,Koeberg,Cape,181,-0.016826908576205377
11076,Kronos,Karoo,181,-0.0028201835951314753
11078,Lethabo,Vaal,181,0.03007448533729862
11079,Majuba ,Mpumalanga,181,-0.0009502925284441423
11080,Matimb,Waterburg,181,0.04016865145199187
11081,Matimba,Waterburg,181,0.04007799568839888
11082,Matla P,Mpumalanga,181,0.025904525245982288
11083,Medupi ,Waterburg,181,0.03285999429491198
11086,Olien ,Karoo,181,0.002030525652819042
11087,Palmiet,Cape,181,-0.01941028100519389
11088,Paulput,Cape,181,0.009154919762889825
11090,Perseu,Vaal,181,0.0038738098023273363
11093,Poseid,Cape,181,-0.0040332906089672015
11095,Ressan,Mpumalanga,181,-0.0013774671864106608
11096,Ruigte,Karoo,181,0.0033992460047843082
11098,Tabor ,Mpumalanga,181,0.017582359054472068
11101,Witkop,Mpumalanga,181,0.019787595858502652
11104,Apollo,Mpumalanga,182,0.020226111660861197
11105,Aries ,Cape,182,-0.004100542185660617
11108,Aurora,Cape,182,-0.008178876495196299
11110,Bacchu,Cape,182,-0.008403929590010883
11112,Bounda,Karoo,182,0.0026450599193171484
11115,Delphi,Cape,182,-0.01800387138331992
11116,Drakens,KZN,182,-0.012661547687382752
11117,Duvha P,Mpumalanga,182,0.02055882923939079
11118,Ferrum,Cape,182,0.0013892347418495224
11120,Garona,Cape,182,0.0023732634949266127
11122,Grassr,Cape,182,-0.009281466335060095
11124,Harvar,Karoo,182,0.002531193285688827
11125,Helios,Cape,182,-0.006313877062539469
11126,Hendrin,Mpumalanga,182,0.012015041656999449
11128,Hydra ,Karoo,182,-0.001493272911055043
11130,Ingula ,KZN,182,-0.011297051850385159
11131,Juno P,Cape,182,-0.009882260541893576
11132,Juno W,Cape,182,-0.00979644163750258
11133,Kendal ,Mpumalanga,182,0.0203058825164068
11134,Koeberg,Cape,182,-0.013442609298992344
11137,Kronos,Karoo,182,-0.0018874916070984044
11139,Lethabo,Vaal,182,0.02944069674485501
11140,Majuba ,Mpumalanga,182,-0.0011044151145912582
11141,Matimb,Waterburg,182,0.03926062971260018
11142,Matimba,Waterburg,182,0.03937587631338706
11143,Matla P,Mpumalanga,182,0.02492577330164823
11144,Medupi ,Waterburg,182,0.03218754893884633
11147,Olien ,Karoo,182,0.0020012312476037648
11148,Palmiet,Cape,182,-0.015147979951275549
11149,Paulput,Cape,182,0.02253535286150683
11151,Perseu,Vaal,182,0.0036151725700973992
11154,Poseid,Cape,182,-0.011384663788654664
11156,Ressan,Mpumalanga,182,-0.0014978916814578404
11159,Tabor ,Mpumalanga,182,0.016894022944848
11162,Witkop,Mpumalanga,182,0.019055681583764434
11165,Apollo,Mpumalanga,183,0.020306035919313827
11166,Aries ,Cape,183,-0.003144151528034313
11169,Aurora,Cape,183,-0.008201908997323117
11171,Bacchu,Cape,183,-0.007797438872136822
