,PowerStation,Zone,Hour,Loss_Factor
2,Apollo,Mpumalanga,0,0.01611183746368797
6,Aurora,Cape,0,-0.0034396979055195363
8,Bacchu,Cape,0,-0.01093639814805115
13,Delphi,Cape,0,-0.007857678007042384
20,Grassr,Cape,0,-0.0030563006775077926
23,Helios,Cape,0,-0.011678670631932536
24,Hendrin,Mpumalanga,0,0.01638153263826667
26,Hydra ,Karoo,0,0.0002879820614155759
31,Kendal ,Mpumalanga,0,0.019112408468465108
32,Koeberg,Cape,0,-0.00833125737412331
33,Komati P,Mpumalanga,0,0.023559822834284903
34,Kriel P,Mpumalanga,0,0.017949634456708136
38,Majuba ,Mpumalanga,0,0.005217120832434224
40,Matimba,Waterburg,0,0.03644309940162748
41,Matla P,Mpumalanga,0,0.021747073370637637
42,Medupi ,Waterburg,0,0.029231028430650795
43,Mulder,Cape,0,-0.018737878132991694
45,Olien ,Karoo,0,-2.470131485648642e-05
52,Poseid,Cape,0,-0.003454161148478804
54,Ressan,Mpumalanga,0,-0.00085228236637419
63,Apollo,Mpumalanga,1,0.015563481413497018
67,Aurora,Cape,1,-0.006115485429335016
69,Bacchu,Cape,1,-0.009730577449531092
74,Delphi,Cape,1,-0.005201849284105039
81,Grassr,Cape,1,-0.0013318643293762404
84,Helios,Cape,1,-0.01091723026704852
85,Hendrin,Mpumalanga,1,0.015972965165032913
87,Hydra ,Karoo,1,0.0006413880734925409
92,Kendal ,Mpumalanga,1,0.018657396888751992
93,Koeberg,Cape,1,-0.007195883758496613
94,Komati P,Mpumalanga,1,0.0014183088773152093
95,Kriel P,Mpumalanga,1,0.017445368651004337
99,Majuba ,Mpumalanga,1,0.005119256042036001
101,Matimba,Waterburg,1,0.03635860548092345
102,Matla P,Mpumalanga,1,0.020028972374001714
103,Medupi ,Waterburg,1,0.029125131937371995
104,Mulder,Cape,1,-0.01616064680666275
106,Olien ,Karoo,1,0.00026117565706914935
113,Poseid,Cape,1,-0.001370599861541357
115,Ressan,Mpumalanga,1,-0.0008975314936234695
124,Apollo,Mpumalanga,2,0.015347220415371605
128,Aurora,Cape,2,-0.005641349736475275
135,Delphi,Cape,2,-0.002885832031014089
142,Grassr,Cape,2,0.0006989046278513223
145,Helios,Cape,2,-0.009419753040946858
146,Hendrin,Mpumalanga,2,0.015585900365526307
148,Hydra ,Karoo,2,0.0008182625910815592
153,Kendal ,Mpumalanga,2,0.018407583324405802
154,Koeberg,Cape,2,-0.006629818950804659
156,Kriel P,Mpumalanga,2,0.017017968369800254
160,Majuba ,Mpumalanga,2,0.004102354356127472
162,Matimba,Waterburg,2,0.03636870296610434
163,Matla P,Mpumalanga,2,0.019893387906545365
164,Medupi ,Waterburg,2,0.0291008187826295
165,Mulder,Cape,2,-0.014980034989370037
167,Olien ,Karoo,2,0.0004729122691333455
174,Poseid,Cape,2,0.0007493985591712791
176,Ressan,Mpumalanga,2,-0.0009653567070147318
185,Apollo,Mpumalanga,3,0.015580166891042866
189,Aurora,Cape,3,-0.006179304198967927
196,Delphi,Cape,3,-0.0013229749356995593
203,Grassr,Cape,3,0.0020401240881205247
206,Helios,Cape,3,-0.010930009061666253
207,Hendrin,Mpumalanga,3,0.01583079821368816
209,Hydra ,Karoo,3,0.000949610145995617
214,Kendal ,Mpumalanga,3,0.01859820536823645
215,Koeberg,Cape,3,-0.007105790190319092
217,Kriel P,Mpumalanga,3,0.017156241634637647
221,Majuba ,Mpumalanga,3,0.004047117628314098
223,Matimba,Waterburg,3,0.03660689546245326
224,Matla P,Mpumalanga,3,0.02013085955515081
225,Medupi ,Waterburg,3,0.029345262458983695
226,Mulder,Cape,3,-0.01597140565475156
228,Olien ,Karoo,3,0.00044824910444368136
235,Poseid,Cape,3,0.0021062168443512787
237,Ressan,Mpumalanga,3,-0.0009073108934444719
246,Apollo,Mpumalanga,4,0.015775948024793637
250,Aurora,Cape,4,-0.006796101726010931
257,Delphi,Cape,4,-0.0007642412467382693
264,Grassr,Cape,4,0.0024678146359225993
267,Helios,Cape,4,-0.006429191949530464
268,Hendrin,Mpumalanga,4,0.016066173099057748
270,Hydra ,Karoo,4,0.0009593254707202855
275,Kendal ,Mpumalanga,4,0.0188501085801547
276,Koeberg,Cape,4,-0.007751157530000351
277,Komati P,Mpumalanga,4,0.0015647392398191664
278,Kriel P,Mpumalanga,4,0.01760319959470347
282,Majuba ,Mpumalanga,4,0.005258390100979229
284,Matimba,Waterburg,4,0.03644135941502274
285,Matla P,Mpumalanga,4,0.020386771523406424
286,Medupi ,Waterburg,4,0.029238867353240508
289,Olien ,Karoo,4,0.000349984703384564
296,Poseid,Cape,4,0.0030335407716470192
298,Ressan,Mpumalanga,4,-0.0008413628041171983
307,Apollo,Mpumalanga,5,0.014500633837602316
311,Aurora,Cape,5,-0.006484717363345041
313,Bacchu,Cape,5,-0.009733017823370419
318,Delphi,Cape,5,-0.00101129295447015
325,Grassr,Cape,5,0.00142295610669786
328,Helios,Cape,5,-0.006607919968497637
329,Hendrin,Mpumalanga,5,0.014816622297828744
331,Hydra ,Karoo,5,0.0008036504580275353
336,Kendal ,Mpumalanga,5,0.01766716589586178
337,Koeberg,Cape,5,-0.007516245978992184
339,Kriel P,Mpumalanga,5,0.016926158756553737
343,Majuba ,Mpumalanga,5,0.0054592061039639905
345,Matimba,Waterburg,5,0.03437783898154492
346,Matla P,Mpumalanga,5,0.018952835218829133
347,Medupi ,Waterburg,5,0.02729395464277196
350,Olien ,Karoo,5,-9.0008600519251e-06
357,Poseid,Cape,5,0.002556911290908353
359,Ressan,Mpumalanga,5,-0.0009803256728270445
368,Apollo,Mpumalanga,6,0.013003548753165528
372,Aurora,Cape,6,-0.00509734410281395
374,Bacchu,Cape,6,-0.007623349038105864
379,Delphi,Cape,6,-0.0010984893120625293
383,Gariep,Karoo,6,0.07315515819686111
386,Grassr,Cape,6,0.0011297251729226524
389,Helios,Cape,6,-0.005081282386881389
390,Hendrin,Mpumalanga,6,0.0135231682942898
392,Hydra ,Karoo,6,0.001442921658898405
394,Ingula ,KZN,6,-0.0020260019865850284
397,Kendal ,Mpumalanga,6,0.016641290613593308
398,Koeberg,Cape,6,-0.0057414244563548066
400,Kriel P,Mpumalanga,6,0.016150737047727015
404,Majuba ,Mpumalanga,6,0.006222323551889263
406,Matimba,Waterburg,6,0.03237470481301007
407,Matla P,Mpumalanga,6,0.017849317835666508
408,Medupi ,Waterburg,6,0.025345663124046167
411,Olien ,Karoo,6,0.0003597423157933438
418,Poseid,Cape,6,0.003106180384555548
420,Ressan,Mpumalanga,6,-0.0011270538613994024
423,Tabor ,Mpumalanga,6,0.011612759711830702
425,Van Der,Karoo,6,0.044783824524280515
426,Witkop,Mpumalanga,6,0.013754718184500763
429,Apollo,Mpumalanga,7,0.011201159243041615
430,Aries ,Cape,7,-0.008448578975428783
433,Aurora,Cape,7,-0.004692317762791701
435,Bacchu,Cape,7,-0.0063410611360188215
437,Bounda,Karoo,7,0.0023934976693245503
440,Delphi,Cape,7,-0.0013208200211160476
443,Ferrum,Cape,7,-0.0009321289595503537
444,Gariep,Karoo,7,0.0727931947317608
447,Grassr,Cape,7,0.001074630656091602
449,Harvar,Karoo,7,0.004281699048595044
450,Helios,Cape,7,-0.010535407706594006
451,Hendrin,Mpumalanga,7,0.013430776819497583
453,Hydra ,Karoo,7,0.0025668296052720535
455,Ingula ,KZN,7,0.0050943947773765584
458,Kendal ,Mpumalanga,7,0.016309855400057274
459,Koeberg,Cape,7,-0.005050517302135448
460,Komati P,Mpumalanga,7,0.026604075203898743
461,Kriel P,Mpumalanga,7,0.017839618017712052
462,Kronos,Karoo,7,-0.0015557132825717113
465,Majuba ,Mpumalanga,7,0.01119658064406757
466,Matimb,Waterburg,7,0.028915822292814808
467,Matimba,Waterburg,7,0.02975350072427421
468,Matla P,Mpumalanga,7,0.018421242197446643
469,Medupi ,Waterburg,7,0.022863097458891184
472,Olien ,Karoo,7,0.00045970944537233313
473,Palmiet,Cape,7,-0.011176052418735509
479,Poseid,Cape,7,0.0029978654782873504
481,Ressan,Mpumalanga,7,-0.0012371339244795988
484,Tabor ,Mpumalanga,7,0.008181132207158756
486,Van Der,Karoo,7,0.041692716418905026
487,Witkop,Mpumalanga,7,0.010787546633729125
490,Apollo,Mpumalanga,8,0.009340511656037933
491,Aries ,Cape,8,-0.006457657179056164
494,Aurora,Cape,8,-0.008474456314813496
495,Avon OC,KZN,8,-0.0053287781294904975
496,Bacchu,Cape,8,-0.012247478545072736
498,Bounda,Karoo,8,0.0031519007975164045
499,Camden,Mpumalanga,8,0.011442213999617215
500,DME OCG,Cape,8,0.006548823651474876
501,Delphi,Cape,8,0.0012247001872016119
504,Ferrum,Cape,8,-0.0004123074783327963
505,Gariep,Karoo,8,0.0721315686315462
508,Grassr,Cape,8,0.004752055761706032
510,Harvar,Karoo,8,0.004792092612754272
511,Helios,Cape,8,-0.008625240112889728
512,Hendrin,Mpumalanga,8,0.013075159000708714
514,Hydra ,Karoo,8,0.00461643193967185
516,Ingula ,KZN,8,0.008728935869887346
517,Juno P,Cape,8,-0.00981394658191472
518,Juno W,Cape,8,-0.0098227799904667
519,Kendal ,Mpumalanga,8,0.015649503481348376
520,Koeberg,Cape,8,-0.00470242554804196
521,Komati P,Mpumalanga,8,0.027943741793026826
522,Kriel P,Mpumalanga,8,0.0197847388666378
523,Kronos,Karoo,8,0.0006348913478118538
526,Majuba ,Mpumalanga,8,0.013706827166834745
527,Matimb,Waterburg,8,0.02723275055558816
528,Matimba,Waterburg,8,0.02760170626028774
529,Matla P,Mpumalanga,8,0.017390228669595085
530,Medupi ,Waterburg,8,0.020677903293855975
533,Olien ,Karoo,8,0.0010571657222370598
534,Palmiet,Cape,8,-0.009778879626004301
537,Perseu,Vaal,8,0.007380678751466945
540,Poseid,Cape,8,0.005969060474937896
542,Ressan,Mpumalanga,8,-0.0012120064594978595
545,Tabor ,Mpumalanga,8,0.005532911539423868
547,Van Der,Karoo,8,0.03839121522997946
548,Witkop,Mpumalanga,8,0.008386535256927334
551,Apollo,Mpumalanga,9,0.009049513156341744
552,Aries ,Cape,9,-0.007358602451703626
555,Aurora,Cape,9,-0.011002825093396642
556,Avon OC,KZN,9,-0.0037819323595749744
557,Bacchu,Cape,9,-0.01572215149276293
559,Bounda,Karoo,9,0.0034330248026656456
560,Camden,Mpumalanga,9,0.015916304518684875
561,DME OCG,Cape,9,0.008599149342875902
562,Delphi,Cape,9,0.002428206917579214
565,Ferrum,Cape,9,-0.0003925517463567037
566,Gariep,Karoo,9,0.002399132600347717
569,Grassr,Cape,9,0.006439718296412693
571,Harvar,Karoo,9,0.00473444417545763
572,Helios,Cape,9,-0.01050352267202749
573,Hendrin,Mpumalanga,9,0.013683105541579508
575,Hydra ,Karoo,9,0.004872782488499813
577,Ingula ,KZN,9,0.011222604418969976
578,Juno P,Cape,9,-0.012359670607118727
579,Juno W,Cape,9,-0.01234901586693278
580,Kendal ,Mpumalanga,9,0.015846940983843174
581,Koeberg,Cape,9,-0.0063248904475425955
582,Komati P,Mpumalanga,9,0.028852973304107236
583,Kriel P,Mpumalanga,9,0.02120254026869563
584,Kronos,Karoo,9,-0.00045809188135627343
587,Majuba ,Mpumalanga,9,0.015314375741764268
588,Matimb,Waterburg,9,0.02704167162393249
589,Matimba,Waterburg,9,0.027502902973504592
590,Matla P,Mpumalanga,9,0.017302279257781415
591,Medupi ,Waterburg,9,0.020546121552373554
594,Olien ,Karoo,9,0.0011764617039992902
595,Palmiet,Cape,9,-0.013245582902079382
596,Paulput,Cape,9,-0.0029014707416130936
598,Perseu,Vaal,9,0.007393255227488491
601,Poseid,Cape,9,0.006771694674119987
603,Ressan,Mpumalanga,9,-0.001067531210003985
606,Tabor ,Mpumalanga,9,0.005594090519019457
608,Van Der,Karoo,9,0.03508762143462661
609,Witkop,Mpumalanga,9,0.0083757923128947
612,Apollo,Mpumalanga,10,0.009572019263082748
613,Aries ,Cape,10,-0.006500197711800004
616,Aurora,Cape,10,-0.01476116888785688
617,Avon OC,KZN,10,-0.002927045201178164
618,Bacchu,Cape,10,-0.02237515453684727
620,Bounda,Karoo,10,0.00390815080177147
621,Camden,Mpumalanga,10,0.014102000406705766
622,DME OCG,Cape,10,0.006962432999137883
623,Delphi,Cape,10,0.002640235697233815
626,Ferrum,Cape,10,0.00011267915943058127
628,Garona,Cape,10,0.0011976622865137953
630,Grassr,Cape,10,0.005125357673352246
632,Harvar,Karoo,10,0.004811857423813714
633,Helios,Cape,10,-0.011388974145420266
634,Hendrin,Mpumalanga,10,0.014395472311691856
636,Hydra ,Karoo,10,0.004453736871056312
638,Ingula ,KZN,10,0.012031446948201827
639,Juno P,Cape,10,-0.015269649883896345
640,Juno W,Cape,10,-0.015240256511942333
641,Kendal ,Mpumalanga,10,0.016382813942267684
642,Koeberg,Cape,10,-0.00892448524988597
643,Komati P,Mpumalanga,10,0.02945535032807401
644,Kriel P,Mpumalanga,10,0.021667741915855427
645,Kronos,Karoo,10,-0.00043040317992935293
648,Majuba ,Mpumalanga,10,0.015875308773609723
649,Matimb,Waterburg,10,0.02804674029147095
650,Matimba,Waterburg,10,0.028428602327869968
651,Matla P,Mpumalanga,10,0.017792489010793038
652,Medupi ,Waterburg,10,0.02141922771759655
653,Mulder,Cape,10,-0.01995332892261515
655,Olien ,Karoo,10,0.0016933805241009612
656,Palmiet,Cape,10,-0.020875293146898247
657,Paulput,Cape,10,0.012997732199050814
659,Perseu,Vaal,10,0.007530294075513909
662,Poseid,Cape,10,0.005939174372259187
664,Ressan,Mpumalanga,10,-0.00089016218329954
665,Ruigte,Karoo,10,0.00038757125899936034
667,Tabor ,Mpumalanga,10,0.006944714488319505
669,Van Der,Karoo,10,0.03839655280072245
670,Witkop,Mpumalanga,10,0.009618686397445406
673,Apollo,Mpumalanga,11,0.010120274537731597
674,Aries ,Cape,11,-0.005518513962662859
675,Arnot P,Mpumalanga,11,0.0017760662935328252
677,Aurora,Cape,11,-0.019335160681719886
678,Avon OC,KZN,11,-0.0034576859903063598
679,Bacchu,Cape,11,-0.02371576198435061
681,Bounda,Karoo,11,0.0036496320076471944
682,Camden,Mpumalanga,11,0.016886354986223772
683,DME OCG,Cape,11,0.0028098766108100785
684,Delphi,Cape,11,0.0006173148919052706
687,Ferrum,Cape,11,0.0001651708559554846
689,Garona,Cape,11,0.002165112792145825
691,Grassr,Cape,11,0.00218628824847855
693,Harvar,Karoo,11,0.004524338019959472
694,Helios,Cape,11,-0.010527708477494036
695,Hendrin,Mpumalanga,11,0.015080247993961873
697,Hydra ,Karoo,11,0.0033877639734472844
699,Ingula ,KZN,11,0.009599640407449261
700,Juno P,Cape,11,-0.015224019434041836
701,Juno W,Cape,11,-0.015252033136425898
702,Kendal ,Mpumalanga,11,0.01683992229927969
703,Koeberg,Cape,11,-0.009517701317595686
704,Komati P,Mpumalanga,11,0.029997345132611448
705,Kriel P,Mpumalanga,11,0.022092489010739336
706,Kronos,Karoo,11,0.00040975188160949073
709,Majuba ,Mpumalanga,11,0.015194612790270817
710,Matimb,Waterburg,11,0.028761574721590112
711,Matimba,Waterburg,11,0.02919134430577686
712,Matla P,Mpumalanga,11,0.018276821862752157
713,Medupi ,Waterburg,11,0.022140862106225418
714,Mulder,Cape,11,-0.021131528969718566
716,Olien ,Karoo,11,0.0016061446503594847
718,Paulput,Cape,11,0.018650474509434772
720,Perseu,Vaal,11,0.007267456275644009
723,Poseid,Cape,11,0.0033644965516509513
725,Ressan,Mpumalanga,11,-0.0006562841606272151
728,Tabor ,Mpumalanga,11,0.008034338699490403
730,Van Der,Karoo,11,0.04040717281183277
731,Witkop,Mpumalanga,11,0.010603981380672855
734,Apollo,Mpumalanga,12,0.010777095848854015
735,Aries ,Cape,12,-0.007797733254293253
736,Arnot P,Mpumalanga,12,0.0042944780522231885
738,Aurora,Cape,12,-0.019139139042916142
739,Avon OC,KZN,12,-0.004953025841302244
740,Bacchu,Cape,12,-0.011667026872150637
742,Bounda,Karoo,12,0.0025883963987642826
743,Camden,Mpumalanga,12,0.01661470447735585
744,DME OCG,Cape,12,-0.002950369515094777
745,Delphi,Cape,12,-0.002629140278779412
748,Ferrum,Cape,12,-0.0002751019369820813
750,Garona,Cape,12,0.00252150416856467
752,Grassr,Cape,12,-0.0019878160321983125
754,Harvar,Karoo,12,0.0035051676662972583
755,Helios,Cape,12,-0.011989901914595674
756,Hendrin,Mpumalanga,12,0.01647649285587216
758,Hydra ,Karoo,12,0.0018750414449161643
760,Ingula ,KZN,12,0.005541808239212615
761,Juno P,Cape,12,-0.01564885876062046
762,Juno W,Cape,12,-0.015645434324447472
763,Kendal ,Mpumalanga,12,0.017316363404428856
764,Koeberg,Cape,12,-0.009585964632933201
765,Komati P,Mpumalanga,12,0.030168722434019943
766,Kriel P,Mpumalanga,12,0.02218549377317672
767,Kronos,Karoo,12,-0.0023099447050113553
770,Majuba ,Mpumalanga,12,0.013860478069445412
771,Matimb,Waterburg,12,0.02950480833713375
772,Matimba,Waterburg,12,0.030118332590755834
773,Matla P,Mpumalanga,12,0.018671045593207616
774,Medupi ,Waterburg,12,0.023090556084123633
775,Mulder,Cape,12,-0.0211388538520448
777,Olien ,Karoo,12,0.0009029622619036863
778,Palmiet,Cape,12,-0.022152942894041346
779,Paulput,Cape,12,0.012662206609396136
781,Perseu,Vaal,12,0.006253618687625757
784,Poseid,Cape,12,0.0001372397946021475
786,Ressan,Mpumalanga,12,-0.0003072881592368628
787,Ruigte,Karoo,12,-0.0005703092189750931
789,Tabor ,Mpumalanga,12,0.009623025792751583
792,Witkop,Mpumalanga,12,0.011980877944789109
795,Apollo,Mpumalanga,13,0.011433149175777858
796,Aries ,Cape,13,-0.005775543643337201
797,Arnot P,Mpumalanga,13,0.006698491487457661
799,Aurora,Cape,13,-0.015531679911618305
801,Bacchu,Cape,13,-0.010088561318126367
803,Bounda,Karoo,13,0.002631889430244737
804,Camden,Mpumalanga,13,0.015246157237896837
806,Delphi,Cape,13,-0.0034250228315509364
809,Ferrum,Cape,13,-0.000388568174638964
811,Garona,Cape,13,0.0007780342522074804
813,Grassr,Cape,13,-0.0012215583098751477
814,Grootvle,Vaal,13,0.0018187787320702153
815,Harvar,Karoo,13,0.003959939598452683
816,Helios,Cape,13,-0.009636226948132124
817,Hendrin,Mpumalanga,13,0.016665456000395932
819,Hydra ,Karoo,13,0.0025566344078018282
822,Juno P,Cape,13,-0.012701672462025082
823,Juno W,Cape,13,-0.012782155239918084
824,Kendal ,Mpumalanga,13,0.017548492677536772
825,Koeberg,Cape,13,-0.008013730035625447
826,Komati P,Mpumalanga,13,0.03012946040181009
827,Kriel P,Mpumalanga,13,0.021291958662890877
828,Kronos,Karoo,13,-0.0002675887941904116
831,Majuba ,Mpumalanga,13,0.011403794438559586
832,Matimb,Waterburg,13,0.030383312072112804
833,Matimba,Waterburg,13,0.030944930700509198
834,Matla P,Mpumalanga,13,0.01926275527892678
835,Medupi ,Waterburg,13,0.0239183692801883
836,Mulder,Cape,13,-0.017989383466136714
838,Olien ,Karoo,13,0.0008763412421432832
840,Paulput,Cape,13,0.010184290382568259
842,Perseu,Vaal,13,0.006382548975032481
845,Poseid,Cape,13,0.0003072725955104729
847,Ressan,Mpumalanga,13,-0.00031112137083548415
848,Ruigte,Karoo,13,-0.001190289990384562
850,Tabor ,Mpumalanga,13,0.010427133857591362
853,Witkop,Mpumalanga,13,0.012745976759981672
856,Apollo,Mpumalanga,14,0.011106008364211644
857,Aries ,Cape,14,-0.0022548964121252737
858,Arnot P,Mpumalanga,14,0.004020385926627713
860,Aurora,Cape,14,-0.009619424944060768
862,Bacchu,Cape,14,-0.014410414206372416
864,Bounda,Karoo,14,0.0034533329557433863
865,Camden,Mpumalanga,14,0.014117816206760551
867,Delphi,Cape,14,-0.0025466582709149435
870,Ferrum,Cape,14,0.00038076610596377513
872,Garona,Cape,14,0.0006611882909650841
874,Grassr,Cape,14,0.0004923072634368403
876,Harvar,Karoo,14,0.004146240935557217
877,Helios,Cape,14,-0.005040609753564205
878,Hendrin,Mpumalanga,14,0.0156033136328666
880,Hydra ,Karoo,14,0.0037403165458039975
883,Juno P,Cape,14,-0.007354801786643046
884,Juno W,Cape,14,-0.0074016864539631
885,Kendal ,Mpumalanga,14,0.016935099514434306
886,Koeberg,Cape,14,-0.005282953480294428
887,Komati P,Mpumalanga,14,0.029298696422363515
888,Kriel P,Mpumalanga,14,0.020240778833623015
889,Kronos,Karoo,14,0.0024333717747865844
892,Majuba ,Mpumalanga,14,0.009731687379770692
893,Matimb,Waterburg,14,0.030413993684874067
894,Matimba,Waterburg,14,0.030865203796020074
895,Matla P,Mpumalanga,14,0.018746178666436162
896,Medupi ,Waterburg,14,0.023750679640927783
897,Mulder,Cape,14,-0.012201461991343376
899,Olien ,Karoo,14,0.0016824944812009659
901,Paulput,Cape,14,0.01021048494353445
903,Perseu,Vaal,14,0.006599843325715438
906,Poseid,Cape,14,0.002068830456558473
908,Ressan,Mpumalanga,14,-0.000575636468612462
909,Ruigte,Karoo,14,0.00016837393348171682
911,Tabor ,Mpumalanga,14,0.010000354872065034
914,Witkop,Mpumalanga,14,0.012511669240136502
917,Apollo,Mpumalanga,15,0.011176428681735122
918,Aries ,Cape,15,-0.0023039240703523894
919,Arnot P,Mpumalanga,15,0.00652240352088522
921,Aurora,Cape,15,-0.008205450151478434
923,Bacchu,Cape,15,-0.012683427735520954
925,Bounda,Karoo,15,0.0033588221800174246
926,Camden,Mpumalanga,15,0.014129207923389937
928,Delphi,Cape,15,-0.002103989320453656
931,Ferrum,Cape,15,0.0002608620879632687
933,Garona,Cape,15,0.0016057667960315746
935,Grassr,Cape,15,0.0020878143262277587
936,Grootvle,Vaal,15,0.0017994661375893006
937,Harvar,Karoo,15,0.004204697596744848
938,Helios,Cape,15,-0.004412949252348613
939,Hendrin,Mpumalanga,15,0.016242607342540898
941,Hydra ,Karoo,15,0.004189365327487089
944,Juno P,Cape,15,-0.006183844914583564
945,Juno W,Cape,15,-0.006147349668255554
946,Kendal ,Mpumalanga,15,0.017174297076338576
947,Koeberg,Cape,15,-0.004540348240893574
948,Komati P,Mpumalanga,15,0.029485739418977388
949,Kriel P,Mpumalanga,15,0.02046068683953067
950,Kronos,Karoo,15,0.0022974104408578252
953,Majuba ,Mpumalanga,15,0.009660867809202235
954,Matimb,Waterburg,15,0.0298267105134931
955,Matimba,Waterburg,15,0.030497082221228485
956,Matla P,Mpumalanga,15,0.01901689137544902
957,Medupi ,Waterburg,15,0.02351314563811895
958,Mulder,Cape,15,-0.010582636203658607
960,Olien ,Karoo,15,0.0015765527079266864
962,Paulput,Cape,15,0.018957392281174344
964,Perseu,Vaal,15,0.00667445212570928
967,Poseid,Cape,15,0.0031267252076903444
969,Ressan,Mpumalanga,15,-0.0004475492521685987
970,Ruigte,Karoo,15,0.00048186991710979414
972,Tabor ,Mpumalanga,15,0.009774443232448086
975,Witkop,Mpumalanga,15,0.01233585754403299
978,Apollo,Mpumalanga,16,0.01060605276227957
979,Aries ,Cape,16,-0.004560545498836917
980,Arnot P,Mpumalanga,16,0.01492011551806423
982,Aurora,Cape,16,-0.011915563276113579
984,Bacchu,Cape,16,-0.016246913128281554
986,Bounda,Karoo,16,0.0025683051169080257
987,Camden,Mpumalanga,16,0.015231151710199217
989,Delphi,Cape,16,-0.003055987809921561
992,Ferrum,Cape,16,-0.00032193299290267325
993,Gariep,Karoo,16,0.0023868901033980774
994,Garona,Cape,16,0.0017881591419802547
996,Grassr,Cape,16,0.0016791111224063696
998,Harvar,Karoo,16,0.0035219158707409637
999,Helios,Cape,16,-0.007466879772936867
1000,Hendrin,Mpumalanga,16,0.01756296910400848
1002,Hydra ,Karoo,16,0.0030622333975402925
1005,Juno P,Cape,16,-0.009798363379132119
1006,Juno W,Cape,16,-0.009882512095354096
1007,Kendal ,Mpumalanga,16,0.017296702147218308
1008,Koeberg,Cape,16,-0.006309030521943279
1009,Komati P,Mpumalanga,16,0.029792376043634335
1010,Kriel P,Mpumalanga,16,0.021622633558099416
1011,Kronos,Karoo,16,3.1593169005935895e-05
1014,Majuba ,Mpumalanga,16,0.011611985539528849
1015,Matimb,Waterburg,16,0.02865350283129665
1016,Matimba,Waterburg,16,0.029511513136098858
1017,Matla P,Mpumalanga,16,0.018660582959363355
1018,Medupi ,Waterburg,16,0.022682132479235756
1019,Mulder,Cape,16,-0.014373517493516308
1021,Olien ,Karoo,16,0.0009244297086710748
1023,Paulput,Cape,16,0.0177727564703204
1025,Perseu,Vaal,16,0.006232069506014214
1028,Poseid,Cape,16,0.0017980866528789921
1030,Ressan,Mpumalanga,16,-0.00012171989437111056
1033,Tabor ,Mpumalanga,16,0.00886396941300021
1035,Van Der,Karoo,16,0.005419271039374634
1036,Witkop,Mpumalanga,16,0.011464552083323662
1039,Apollo,Mpumalanga,17,0.006948460693038516
1040,Aries ,Cape,17,0.00020867483475866844
1043,Aurora,Cape,17,-0.00440452287956271
1044,Avon OC,KZN,17,-0.0001137170258446991
1045,Bacchu,Cape,17,-0.0034937375627254025
1047,Bounda,Karoo,17,0.004764116664713238
1048,Camden,Mpumalanga,17,0.01567462764062791
1049,DME OCG,Cape,17,0.017203652534750626
1050,Delphi,Cape,17,0.005542040531403184
1051,Drakens,KZN,17,0.010480076893859564
1053,Ferrum,Cape,17,0.0002491879171860971
1054,Gariep,Karoo,17,0.16978414080598903
1055,Garona,Cape,17,0.002628278857428304
1057,Grassr,Cape,17,0.012047752762394942
1059,Harvar,Karoo,17,0.006887110101208463
1060,Helios,Cape,17,-0.002159434329623899
1061,Hendrin,Mpumalanga,17,0.012574624266928198
1063,Hydra ,Karoo,17,0.008082254375059984
1065,Ingula ,KZN,17,0.011639368767348068
1066,Juno P,Cape,17,-0.003475182702077518
1067,Juno W,Cape,17,-0.0034956117331465314
1068,Kendal ,Mpumalanga,17,0.014784860714482
1069,Koeberg,Cape,17,-0.002172157339936427
1070,Komati P,Mpumalanga,17,0.02776599344187952
1071,Kriel P,Mpumalanga,17,0.02126583163016205
1072,Kronos,Karoo,17,0.006779565617792205
1075,Majuba ,Mpumalanga,17,0.016428129379822486
1077,Matimba,Waterburg,17,0.02432024640857817
1078,Matla P,Mpumalanga,17,0.01612716295941301
1079,Medupi ,Waterburg,17,0.01749835025227395
1080,Mulder,Cape,17,-0.005843546169187985
1082,Olien ,Karoo,17,0.002110578610428215
1083,Palmiet,Cape,17,-0.005037647836735708
1084,Paulput,Cape,17,0.030416780927303537
1086,Perseu,Vaal,17,0.00973970004181086
1089,Poseid,Cape,17,0.011400397303514432
1091,Ressan,Mpumalanga,17,-0.001520566244627814
1096,Van Der,Karoo,17,0.08680035886664864
1100,Apollo,Mpumalanga,18,0.006185361039534896
1102,Arnot P,Mpumalanga,18,0.00489560549542304
1104,Aurora,Cape,18,-0.0026380284356058692
1105,Avon OC,KZN,18,-0.0014311962485714952
1106,Bacchu,Cape,18,-0.004538668155658582
1109,Camden,Mpumalanga,18,0.01776247515620917
1110,DME OCG,Cape,18,0.007608474613783288
1111,Delphi,Cape,18,0.0058995358525022
1112,Drakens,KZN,18,0.01683801512802437
1115,Gariep,Karoo,18,0.21580131772203295
1116,Garona,Cape,18,0.002338789003272365
1118,Grassr,Cape,18,0.010741237932503344
1119,Grootvle,Vaal,18,0.0015425301821175707
1121,Helios,Cape,18,-0.005294326788848535
1122,Hendrin,Mpumalanga,18,0.014037606846501035
1124,Hydra ,Karoo,18,0.003648588231137838
1126,Ingula ,KZN,18,0.015693562764860263
1129,Kendal ,Mpumalanga,18,0.0151204467359096
1130,Koeberg,Cape,18,-0.0032496257711447504
1131,Komati P,Mpumalanga,18,0.028670644940218266
1132,Kriel P,Mpumalanga,18,0.022905322566710098
